cell_id,month,feature,operational_value,climatological_median,climatological_mad,climatological_n_obs,raw_residual,robust_z_score
cell_06_03,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_06_03,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_06_04,2026-03,ndvi_mean,0.3196,0.3185,0.0033,3,0.0011,0.2305
cell_06_04,2026-03,ndbi_mean,0.0047,-0.0146,0.0014,3,0.0193,9.2917
cell_06_04,2026-03,ndwi_mean,-0.3704,-0.3571,0.0014,3,-0.0133,-6.4167
cell_06_04,2026-03,viirs_avg_rad_mean,55.3429,45.5859,1.7354,3,9.757,3.7922
cell_06_04,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_06_04,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_06_04,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_06_05,2026-03,ndvi_mean,0.1887,0.1952,0.0046,3,-0.0065,-0.9488
cell_06_05,2026-03,ndbi_mean,0.0592,0.0357,0.009,3,0.0235,1.7587
cell_06_05,2026-03,ndwi_mean,-0.2506,-0.2436,0.0027,3,-0.007,-1.7461
cell_06_05,2026-03,viirs_avg_rad_mean,72.8831,49.0514,2.3963,3,23.8317,6.7079
cell_06_05,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_06_05,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_06_05,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_06_06,2026-03,ndvi_mean,0.1576,0.1701,0.001,3,-0.0125,-8.4425
cell_06_06,2026-03,ndbi_mean,0.0673,0.0448,0.0099,3,0.0225,1.5355
cell_06_06,2026-03,ndwi_mean,-0.234,-0.2359,0.005,3,0.0019,0.2602
cell_06_06,2026-03,viirs_avg_rad_mean,59.9514,45.7085,0.883,3,14.2429,10.8796
cell_06_06,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_06_06,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_06_06,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_06_07,2026-03,ndvi_mean,0.2926,0.2459,0.0008,3,0.0467,39.3693
cell_06_07,2026-03,ndbi_mean,0.0232,0.0183,0.0026,3,0.0049,1.2785
cell_06_07,2026-03,ndwi_mean,-0.3548,-0.3009,0.0014,3,-0.0539,-25.9812
cell_06_07,2026-03,viirs_avg_rad_mean,56.2116,44.5594,0.3511,3,11.6522,22.3848
cell_06_07,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_06_07,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_06_07,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_06_08,2026-03,ndvi_mean,0.46,0.4422,0.0021,3,0.0178,5.7249
cell_06_08,2026-03,ndbi_mean,-0.0499,-0.063,0.0008,3,0.0131,11.0607
cell_06_08,2026-03,ndwi_mean,-0.4892,-0.4614,0.0,3,-0.0278,
cell_06_08,2026-03,viirs_avg_rad_mean,48.696,43.6699,1.0323,3,5.0261,3.284
cell_06_08,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_06_08,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_06_08,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_06_09,2026-03,ndvi_mean,0.7153,0.6,0.0353,3,0.1153,2.2026
cell_06_09,2026-03,ndbi_mean,-0.1903,-0.1087,0.0086,3,-0.0816,-6.3999
cell_06_09,2026-03,ndwi_mean,-0.6821,-0.6001,0.0208,3,-0.082,-2.6575
cell_06_09,2026-03,viirs_avg_rad_mean,41.961,38.906,0.3874,3,3.055,5.319
cell_06_09,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_06_09,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_06_09,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_06_10,2026-03,ndvi_mean,0.4054,0.3669,0.0127,3,0.0385,2.0472
cell_06_10,2026-03,ndbi_mean,-0.0361,-0.0211,0.0019,3,-0.015,-5.3104
cell_06_10,2026-03,ndwi_mean,-0.4467,-0.4135,0.0016,3,-0.0332,-13.9758
cell_06_10,2026-03,viirs_avg_rad_mean,29.3211,30.4957,0.3993,3,-1.1746,-1.9842
cell_06_10,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_10,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_10,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_06_11,2026-03,ndvi_mean,0.3109,0.293,0.008,3,0.0179,1.5086
cell_06_11,2026-03,ndbi_mean,0.0318,0.004,0.0111,3,0.0278,1.6885
cell_06_11,2026-03,ndwi_mean,-0.3844,-0.3615,0.018,3,-0.0229,-0.8571
cell_06_11,2026-03,viirs_avg_rad_mean,29.0194,27.2578,1.0268,3,1.7616,1.1572
cell_06_11,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_11,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_11,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_06_12,2026-03,ndvi_mean,0.2235,0.259,0.0137,3,-0.0355,-1.7497
cell_06_12,2026-03,ndbi_mean,0.0685,0.0269,0.0223,3,0.0416,1.2571
cell_06_12,2026-03,ndwi_mean,-0.3157,-0.3254,0.0013,3,0.0097,5.0334
cell_06_12,2026-03,viirs_avg_rad_mean,29.7609,25.9027,0.155,3,3.8582,16.789
cell_06_12,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_12,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_12,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_06_13,2026-03,ndvi_mean,0.1758,0.2156,0.0266,3,-0.0398,-1.0084
cell_06_13,2026-03,ndbi_mean,0.0725,0.0379,0.008,3,0.0346,2.921
cell_06_13,2026-03,ndwi_mean,-0.2641,-0.2852,0.0225,3,0.0211,0.6317
cell_06_13,2026-03,viirs_avg_rad_mean,29.0681,26.2652,1.1871,3,2.8029,1.5925
cell_06_13,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_13,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_13,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_06_14,2026-03,ndvi_mean,0.2645,0.3042,0.0253,3,-0.0397,-1.0591
cell_06_14,2026-03,ndbi_mean,0.0049,-0.0326,0.0042,3,0.0375,6.0215
cell_06_14,2026-03,ndwi_mean,-0.3193,-0.3486,0.0127,3,0.0293,1.5549
cell_06_14,2026-03,viirs_avg_rad_mean,23.2596,20.7655,0.1685,3,2.4941,9.9838
cell_06_14,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_14,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_14,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_06_15,2026-03,ndvi_mean,0.3593,0.3792,0.0182,3,-0.0199,-0.7383
cell_06_15,2026-03,ndbi_mean,-0.0631,-0.0849,0.0081,3,0.0218,1.8188
cell_06_15,2026-03,ndwi_mean,-0.3856,-0.4032,0.0029,3,0.0176,4.1003
cell_06_15,2026-03,viirs_avg_rad_mean,16.7337,14.5896,0.5995,3,2.1441,2.4123
cell_06_15,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_15,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_15,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_06_16,2026-03,ndvi_mean,0.2384,0.201,0.0138,3,0.0374,1.8282
cell_06_16,2026-03,ndbi_mean,0.0692,-0.0577,0.0092,3,0.1269,9.3057
cell_06_16,2026-03,ndwi_mean,-0.2716,-0.2123,0.0166,3,-0.0593,-2.4094
cell_06_16,2026-03,viirs_avg_rad_mean,14.4197,11.4944,0.1676,3,2.9253,11.7728
cell_06_16,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_16,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_16,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_06_17,2026-03,ndvi_mean,0.4914,0.472,0.0331,3,0.0194,0.3946
cell_06_17,2026-03,ndbi_mean,-0.0576,-0.078,0.0103,3,0.0204,1.3344
cell_06_17,2026-03,ndwi_mean,-0.475,-0.4591,0.0256,3,-0.0159,-0.4179
cell_06_17,2026-03,viirs_avg_rad_mean,13.9691,10.9247,0.1614,3,3.0444,12.7226
cell_06_17,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_17,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_17,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_06_18,2026-03,ndvi_mean,0.492,0.4587,0.0085,3,0.0333,2.6386
cell_06_18,2026-03,ndbi_mean,-0.0691,-0.0446,0.0017,3,-0.0245,-9.7398
cell_06_18,2026-03,ndwi_mean,-0.4889,-0.4616,0.0001,3,-0.0273,-184.0689
cell_06_18,2026-03,viirs_avg_rad_mean,28.5883,19.9382,0.2347,3,8.6501,24.8591
cell_06_18,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_18,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_18,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_06_19,2026-03,ndvi_mean,0.4361,0.4183,0.0127,3,0.0178,0.9446
cell_06_19,2026-03,ndbi_mean,-0.0929,-0.0681,0.0117,3,-0.0248,-1.4292
cell_06_19,2026-03,ndwi_mean,-0.453,-0.441,0.0022,3,-0.012,-3.6802
cell_06_19,2026-03,viirs_avg_rad_mean,39.4314,33.9781,3.7072,3,5.4533,0.9922
cell_06_19,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_06_19,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_06_19,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_00,2026-03,ndvi_mean,0.3689,0.3741,0.0169,3,-0.0052,-0.2087
cell_07_00,2026-03,ndbi_mean,-0.0417,-0.0673,0.0023,3,0.0256,7.5183
cell_07_00,2026-03,ndwi_mean,-0.3995,-0.3991,0.0151,3,-0.0004,-0.0174
cell_07_00,2026-03,viirs_avg_rad_mean,47.5972,47.6335,1.7184,3,-0.0363,-0.0142
cell_07_00,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_00,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_00,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_01,2026-03,ndvi_mean,0.1966,0.2041,0.0056,3,-0.0075,-0.909
cell_07_01,2026-03,ndbi_mean,0.0288,0.01,0.0026,3,0.0188,4.8747
cell_07_01,2026-03,ndwi_mean,-0.2556,-0.2585,0.0058,3,0.0029,0.3317
cell_07_01,2026-03,viirs_avg_rad_mean,49.9957,50.0232,4.4088,3,-0.0275,-0.0042
cell_07_01,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_01,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_01,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_02,2026-03,ndvi_mean,0.1634,0.1644,0.0004,3,-0.001,-1.6798
cell_07_02,2026-03,ndbi_mean,0.0383,0.0275,0.0039,3,0.0108,1.8686
cell_07_02,2026-03,ndwi_mean,-0.2268,-0.2171,0.0036,3,-0.0097,-1.8233
cell_07_02,2026-03,viirs_avg_rad_mean,46.8674,49.3233,1.2685,3,-2.4559,-1.3058
cell_07_02,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_02,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_02,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_03,2026-03,ndvi_mean,0.2098,0.2082,0.0047,3,0.0016,0.2327
cell_07_03,2026-03,ndbi_mean,0.0213,0.0096,0.0027,3,0.0117,2.9104
cell_07_03,2026-03,ndwi_mean,-0.2741,-0.2641,0.0098,3,-0.01,-0.6893
cell_07_03,2026-03,viirs_avg_rad_mean,46.9925,49.2361,0.3771,3,-2.2436,-4.013
cell_07_03,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_03,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_03,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_04,2026-03,ndvi_mean,0.2374,0.2538,0.0002,3,-0.0164,-55.3036
cell_07_04,2026-03,ndbi_mean,0.0257,0.0076,0.0013,3,0.0181,9.3829
cell_07_04,2026-03,ndwi_mean,-0.2874,-0.2919,0.0032,3,0.0045,0.9546
cell_07_04,2026-03,viirs_avg_rad_mean,61.5931,52.8869,3.6763,3,8.7062,1.5973
cell_07_04,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_04,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_04,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_05,2026-03,ndvi_mean,0.167,0.1757,0.0038,3,-0.0087,-1.5519
cell_07_05,2026-03,ndbi_mean,0.076,0.0623,0.004,3,0.0137,2.3181
cell_07_05,2026-03,ndwi_mean,-0.2361,-0.2316,0.0009,3,-0.0045,-3.3436
cell_07_05,2026-03,viirs_avg_rad_mean,74.1228,55.7289,2.9341,3,18.3939,4.2284
cell_07_05,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_05,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_05,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_06,2026-03,ndvi_mean,0.2185,0.2063,0.0006,3,0.0122,13.7263
cell_07_06,2026-03,ndbi_mean,0.0466,0.0344,0.0019,3,0.0122,4.3412
cell_07_06,2026-03,ndwi_mean,-0.2854,-0.2563,0.0028,3,-0.0291,-7.0181
cell_07_06,2026-03,viirs_avg_rad_mean,58.2765,48.3056,1.9427,3,9.9709,3.4618
cell_07_06,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_06,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_06,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_07,2026-03,ndvi_mean,0.301,0.3017,0.0081,3,-0.0007,-0.0575
cell_07_07,2026-03,ndbi_mean,-0.0027,-0.0256,0.0025,3,0.0229,6.1798
cell_07_07,2026-03,ndwi_mean,-0.3559,-0.3437,0.0023,3,-0.0122,-3.5826
cell_07_07,2026-03,viirs_avg_rad_mean,52.3397,48.1832,1.2791,3,4.1565,2.1918
cell_07_07,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_07,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_07,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_08,2026-03,ndvi_mean,0.3621,0.3653,0.0086,3,-0.0032,-0.2509
cell_07_08,2026-03,ndbi_mean,-0.0278,-0.0541,0.0005,3,0.0263,35.4525
cell_07_08,2026-03,ndwi_mean,-0.4023,-0.3886,0.008,3,-0.0137,-1.1525
cell_07_08,2026-03,viirs_avg_rad_mean,48.2469,43.5464,0.5289,3,4.7005,5.9944
cell_07_08,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_08,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_08,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_09,2026-03,ndvi_mean,0.2551,0.2663,0.0019,3,-0.0112,-3.9656
cell_07_09,2026-03,ndbi_mean,-0.0012,-0.0215,0.0002,3,0.0203,68.3554
cell_07_09,2026-03,ndwi_mean,-0.3064,-0.306,0.0033,3,-0.0004,-0.0823
cell_07_09,2026-03,viirs_avg_rad_mean,44.7634,38.9635,0.8869,3,5.7999,4.4109
cell_07_09,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_07_09,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_07_09,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_07_10,2026-03,ndvi_mean,0.1757,0.1794,0.0063,3,-0.0037,-0.3926
cell_07_10,2026-03,ndbi_mean,0.0326,0.012,0.0039,3,0.0206,3.5705
cell_07_10,2026-03,ndwi_mean,-0.2263,-0.2312,0.0022,3,0.0049,1.5081
cell_07_10,2026-03,viirs_avg_rad_mean,39.7219,33.9258,0.5527,3,5.7961,7.0733
cell_07_10,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_10,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_10,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_11,2026-03,ndvi_mean,0.1815,0.1844,0.0103,3,-0.0029,-0.1919
cell_07_11,2026-03,ndbi_mean,0.0586,0.0343,0.0072,3,0.0243,2.2721
cell_07_11,2026-03,ndwi_mean,-0.2578,-0.2464,0.0044,3,-0.0114,-1.7545
cell_07_11,2026-03,viirs_avg_rad_mean,42.5181,36.4321,1.516,3,6.086,2.7078
cell_07_11,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_11,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_11,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_12,2026-03,ndvi_mean,0.165,0.1788,0.0025,3,-0.0138,-3.7267
cell_07_12,2026-03,ndbi_mean,0.0711,0.0494,0.0008,3,0.0217,18.3374
cell_07_12,2026-03,ndwi_mean,-0.2379,-0.2369,0.0026,3,-0.001,-0.2639
cell_07_12,2026-03,viirs_avg_rad_mean,41.6428,35.5525,3.148,3,6.0903,1.3049
cell_07_12,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_12,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_12,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_13,2026-03,ndvi_mean,0.3415,0.3472,0.0074,3,-0.0057,-0.5181
cell_07_13,2026-03,ndbi_mean,-0.0351,-0.0468,0.0134,3,0.0117,0.5901
cell_07_13,2026-03,ndwi_mean,-0.3795,-0.3743,0.0056,3,-0.0052,-0.6303
cell_07_13,2026-03,viirs_avg_rad_mean,35.4981,27.8647,0.7751,3,7.6334,6.6425
cell_07_13,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_13,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_13,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_14,2026-03,ndvi_mean,0.5187,0.4863,0.0058,3,0.0324,3.7669
cell_07_14,2026-03,ndbi_mean,-0.1661,-0.1508,0.014,3,-0.0153,-0.7372
cell_07_14,2026-03,ndwi_mean,-0.5027,-0.4685,0.0011,3,-0.0342,-20.986
cell_07_14,2026-03,viirs_avg_rad_mean,27.0015,18.037,0.1085,3,8.9645,55.728
cell_07_14,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_14,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_14,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_15,2026-03,ndvi_mean,0.2504,0.2552,0.0136,3,-0.0048,-0.2366
cell_07_15,2026-03,ndbi_mean,0.0245,-0.056,0.016,3,0.0805,3.3923
cell_07_15,2026-03,ndwi_mean,-0.2808,-0.2708,0.0018,3,-0.01,-3.7604
cell_07_15,2026-03,viirs_avg_rad_mean,16.6246,12.6551,0.2577,3,3.9695,10.3894
cell_07_15,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_15,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_15,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_16,2026-03,ndvi_mean,0.3311,0.2305,0.0362,3,0.1006,1.8746
cell_07_16,2026-03,ndbi_mean,0.0286,-0.0057,0.0106,3,0.0343,2.1827
cell_07_16,2026-03,ndwi_mean,-0.3522,-0.2549,0.024,3,-0.0973,-2.7333
cell_07_16,2026-03,viirs_avg_rad_mean,15.6401,12.7863,0.1442,3,2.8538,13.3486
cell_07_16,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_16,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_16,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_17,2026-03,ndvi_mean,0.5196,0.4967,0.0134,3,0.0229,1.1524
cell_07_17,2026-03,ndbi_mean,-0.1165,-0.1306,0.0066,3,0.0141,1.4402
cell_07_17,2026-03,ndwi_mean,-0.5206,-0.5052,0.0088,3,-0.0154,-1.1799
cell_07_17,2026-03,viirs_avg_rad_mean,22.0212,14.2875,1.8353,3,7.7337,2.8422
cell_07_17,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_17,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_17,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_18,2026-03,ndvi_mean,0.413,0.4332,0.0167,3,-0.0202,-0.8158
cell_07_18,2026-03,ndbi_mean,-0.0802,-0.0955,0.0132,3,0.0153,0.7799
cell_07_18,2026-03,ndwi_mean,-0.4357,-0.4422,0.0021,3,0.0065,2.0786
cell_07_18,2026-03,viirs_avg_rad_mean,50.4454,30.8937,4.011,3,19.5517,3.2878
cell_07_18,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_18,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_18,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_07_19,2026-03,ndvi_mean,0.2057,0.2601,0.0228,3,-0.0544,-1.609
cell_07_19,2026-03,ndbi_mean,0.0423,0.0079,0.0099,3,0.0344,2.3466
cell_07_19,2026-03,ndwi_mean,-0.269,-0.3088,0.0128,3,0.0398,2.0988
cell_07_19,2026-03,viirs_avg_rad_mean,65.5481,49.0863,4.8735,3,16.4618,2.2783
cell_07_19,2026-03,era5_temperature_mean,23.4861,22.2104,0.5112,3,1.2757,1.6833
cell_07_19,2026-03,era5_precipitation_total,25.6328,40.5181,26.2016,3,-14.8853,-0.3832
cell_07_19,2026-03,era5_wind_speed_mean,2.4442,2.5023,0.3197,3,-0.0581,-0.1225
cell_08_00,2026-03,ndvi_mean,0.2944,0.3018,0.0086,3,-0.0074,-0.5818
cell_08_00,2026-03,ndbi_mean,-0.0195,-0.0327,0.004,3,0.0132,2.2296
cell_08_00,2026-03,ndwi_mean,-0.3473,-0.3445,0.0102,3,-0.0028,-0.187
cell_08_00,2026-03,viirs_avg_rad_mean,47.0186,48.436,4.4205,3,-1.4174,-0.2163
cell_08_00,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_08_00,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_08_00,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_08_01,2026-03,ndvi_mean,0.2409,0.2479,0.0018,3,-0.007,-2.61
cell_08_01,2026-03,ndbi_mean,-0.0021,-0.0115,0.0022,3,0.0094,2.8818
cell_08_01,2026-03,ndwi_mean,-0.2911,-0.2919,0.0003,3,0.0008,1.7325
cell_08_01,2026-03,viirs_avg_rad_mean,49.0829,49.9753,4.9511,3,-0.8924,-0.1216
cell_08_01,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_08_01,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_08_01,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_08_02,2026-03,ndvi_mean,0.1338,0.1371,0.001,3,-0.0033,-2.2562
cell_08_02,2026-03,ndbi_mean,0.0452,0.0308,0.0091,3,0.0144,1.0669
cell_08_02,2026-03,ndwi_mean,-0.1977,-0.1921,0.0011,3,-0.0056,-3.4065
cell_08_02,2026-03,viirs_avg_rad_mean,47.2464,48.6091,0.7821,3,-1.3627,-1.1752
cell_08_02,2026-03,era5_temperature_mean,23.5051,22.2202,0.4712,3,1.2849,1.8393
cell_08_02,2026-03,era5_precipitation_total,27.401,39.4606,26.5335,3,-12.0596,-0.3066
cell_08_02,2026-03,era5_wind_speed_mean,2.4575,2.5074,0.3299,3,-0.0499,-0.102
cell_08_03,2026-03,ndvi_mean,0.156,0.162,0.0046,3,-0.006,-0.8737
cell_08_03,2026-03,ndbi_mean,0.0545,0.0391,0.0016,3,0.0154,6.5109
cell_08_03,2026-03,ndwi_mean,-0.2173,-0.2117,0.0038,3,-0.0056,-0.9942
cell_08_03,2026-03,viirs_avg_rad_mean,50.975,46.9151,1.3045,3,4.0599,2.0992
